24.0242 0.015567
23.8583 -56.9343
23.588 -150.136
23.5983 -145.849
23.6649 -122.019
23.6932 -111.486
23.7377 -95.3549
23.797 -74.0427
24.0427 11.9817
24.1015 33.1092
24.0052 0.356718
23.8014 -69.7436
23.7426 -89.483
23.6116 -134.283
23.8299 -57.7757
23.8312 -56.6245
24.0024 3.55157
23.7907 -69.2753
23.3445 -223.616
23.2895 -242.001
23.2983 -238.278
23.4659 -179.347
23.9309 -17.1143
23.7929 -64.3713
23.3946 -202.03
23.6216 -122.491
23.5682 -140.332
23.5058 -161.325
23.2795 -239.252
22.9228 -362.46
22.884 -375.255
23.1291 -289.411
23.4594 -173.961
23.5196 -152.367
23.686 -93.8361
23.8642 -31.2545
23.9242 -9.72049
23.7728 -61.6126
23.7571 -66.3693
23.8096 -47.4497
23.882 -21.5857
23.8268 -40.0839
23.6389 -104.662
23.7487 -65.8253
23.765 -59.4624
23.7388 -67.876
23.8787 -18.5628
24.0199 31.1914
24.2067 96.7799
23.9848 20.3823
23.7643 -55.5495
23.768 -53.553
23.8025 -40.8596
23.5666 -122.143
23.6409 -95.6173
23.6512 -91.3625
23.5948 -110.24
23.4734 -151.744
23.4969 -142.874
23.1881 -249.466
23.2594 -223.972
23.2889 -213.058
23.1162 -272.327
23.2582 -222.312
23.1645 -254.172
23.18 -248.112
23.3022 -204.942
23.2063 -237.556
23.1817 -245.424
23.05 -290.489
22.9675 -318.45
23.0977 -272.529
23.0634 -283.732
23.0287 -295.104
23.0834 -275.416
23.0313 -292.79
23.0868 -272.826
23.16 -246.705
23.3515 -179.476
23.2482 -214.665
23.1369 -252.64
23.3108 -191.551
23.2522 -211.195
23.111 -259.571
23.2014 -227.469
23.0164 -291.039
22.8728 -340.239
22.9923 -298.024
22.9557 -310.048
22.9848 -299.236
22.935 -315.825
23.0823 -263.966
23.0731 -266.457
23.1824 -227.812
23.121 -248.453
23.1635 -232.984
23.4799 -122.366
23.4053 -147.608
23.5522 -95.8668
23.5497 -96.0466
23.3735 -156.543
23.2909 -184.57
23.1033 -249.037
23.0513 -266.402
23.1963 -215.344
23.4504 -126.353
23.3792 -150.426
23.4611 -121.264
23.6029 -71.3128
23.7536 -18.2614
23.7755 -9.94131
23.7639 -13.2901
23.7836 -5.74648
23.8123 4.91163
23.7179 -27.1784
23.7582 -12.503
23.7737 -6.42403
23.5635 -78.7309
23.5672 -76.7454
23.5953 -66.3162
23.6946 -31.1048
23.8407 20.3528
23.9098 45.042
23.7273 -17.653
23.9039 44.3715
23.7354 -13.4695
23.5236 -86.3406
23.4664 -105.54
23.6669 -35.1702
23.7323 -11.7637
23.7021 -21.558
23.9836 76.9114
23.9636 70.6565
23.9452 64.9887
24.0451 100.383
24.1029 121.134
23.9299 61.7367
23.996 85.3943
23.8262 27.1079
23.7851 13.5132
23.5522 -66.6922
23.4059 -116.812
23.4394 -104.467
23.5519 -64.7158
23.4686 -92.9475
23.2839 -156.425
23.4724 -90.246
23.7233 -2.37257
23.5868 -49.1081
23.5521 -60.4727
23.5515 -59.9691
23.5294 -66.9717
23.6085 -38.7748
23.463 -88.6563
23.5088 -72.04
23.4847 -79.72
23.2656 -155.145
23.2764 -150.7
23.6879 -7.04598
23.7587 18.2618
23.5512 -53.1532
23.4629 -83.1054
23.5291 -59.4175
23.5363 -56.2265
23.7936 33.8642
23.4341 -90.3435
23.3792 -108.72
23.2869 -140.082
23.6628 -8.8164
23.6823 -1.33636
23.2025 -167.335
23.2491 -150.452
23.2434 -151.746
23.416 -91.0892
23.8655 65.7879
23.6829 3.03341
23.5542 -40.9863
23.3761 -102.154
23.6436 -8.51613
23.3975 -93.3291
23.3099 -123.084
23.215 -155.34
23.3289 -115.083
23.5114 -50.9845
23.522 -46.5917
23.4307 -77.6235
23.3765 -95.7523
23.4458 -70.9782
23.333 -109.477
23.3912 -88.5668
23.267 -131.029
23.3858 -89.0636
23.4692 -59.3923
23.653 5.15116
23.5256 -38.4072
23.4337 -69.6487
23.5041 -44.4922
23.5606 -24.1761
23.4459 -63.324
23.5495 -26.6355
23.4651 -55.2534
23.164 -159.148
23.236 -133.468
23.286 -115.381
23.1834 -150.345
23.1159 -173.105
23.1263 -168.786
22.8543 -262.575
22.8495 -263.558
23.2788 -113.71
23.4254 -62.1106
23.2725 -114.529
23.3481 -87.5697
23.4174 -62.7901
23.6782 28.4833
23.781 64.9091
23.5732 -6.58009
23.4324 -54.7906
23.6437 19.2934
23.6877 35.269
23.5304 -18.6907
23.6526 24.4795
23.5525 -9.59311
23.5932 5.2283
23.632 19.4095
23.5538 -7.08379
23.3962 -61.1344
23.4004 -58.9623
23.5159 -18.1601
23.4855 -28.0105
23.5127 -17.881
23.5673 1.78031
23.479 -28.203
23.3505 -72.1312
23.6563 34.7744
23.8195 92.1752
23.7015 51.8922
23.4949 -19.1899
23.3984 -52.0239
23.4945 -17.9296
23.6377 32.4962
23.6533 38.6056
23.5187 -7.45095
23.7208 63.4465
24.0682 184.839
24.0513 179.643
24.0655 185.29
24.1211 205.297
24.1141 203.567
24.0798 192.34
24.1305 210.656
24.0425 180.777
23.6985 61.9595
23.669 52.3994
23.6655 51.8786
23.5854 24.7551
23.4113 -35.0325
23.5658 19.3115
23.8339 113.156
23.7226 75.1843
23.6776 60.2587
23.6709 58.6247
23.6789 62.0883
23.6194 42.1315
23.958 160.428
23.9302 151.482
23.9463 157.763
23.9866 172.453
23.7116 77.6044
24.0228 186.431
23.9748 170.434
23.729 85.7403
23.8808 139.163
24.1049 217.729
24.1349 228.836
23.8098 116.6
23.5187 16.1676
23.4373 -11.4077
23.5549 30.1432
23.4943 9.78633
23.3038 -55.7252
23.0565 -140.937
23.0868 -129.688
23.3524 -36.7327
23.4625 2.21122
